bovis	mt	gene	v/i	mb_call	mt_call
Mb1984c	Rv1949c		v	NE	N/A
Mb1985c	Rv1950c		i	NE	GA
Mb1986c	Rv1951c		i	NE	GA
Mb1987	Rv1952	vapB14	i	NE	GA
Mb1988	Rv1953	vapC14	i	NE	GA
Mb1988A	Rv1954A		v	NE	N/A
Mb1989c	Rv1954c		v	NE	GA
Mb1990	Rv1955	higB	i	NE	GA
Mb1991	Rv1956	higA	i	NE	GA
Mb1992	Rv1957		i	NE	GA
Mb1993c	Rv1958c		i	NE	GA
Mb1994c	Rv1959c	parE1	i	NE	NE
Mb1995c	Rv1960c	parD1	i	NE	NE
Mb1996	Rv1961		i	NE	NE
Mb1997A	Rv1962A	vapB35	i	NE	NE
Mb1997c	Rv1962c	vapC35	i	NE	NE
Mb1998c	Rv1963c	mce3R	i	NE	NE
Mb1999	Rv1964	yrbE3A	v	NE	NE
Mb2000	Rv1978		v	NE	NE
Mb2001c	Rv1979c		v	NE	GA
Mb2002c	Rv1980c	mpt64	i	NE	GA
Mb2003c	Rv1981c	nrdF1	v	NE	GA
Mb2004A	Rv1982A	vapB36	i	NE	GA
Mb2004c	Rv1982c	vapC36	i	NE	GA
Mb2005	Rv1983	PE_PGRS35	v	NE	GA
Mb2006c	Rv1984c	cfp21	i	NE	GA
Mb2007c	Rv1985c		i	NE	NE
Mb2008	Rv1986		i	NE	NE
Mb2009	Rv1987		i	NE	NE
Mb2010	Rv1988	erm(37)	i	NE	NE
Mb2011c	Rv1989c		i	NE	NE
Mb2012c	Rv1990c		i	NE	NE
Mb2013c	Rv1990A		i	NE	N/A
Mb2014A	Rv1991A	mazE6	i	NE	NE
Mb2014c	Rv1991c	mazF6	i	NE	NE
Mb2015c	Rv1992c	ctpG	i	NE	NE
Mb2016c	Rv1993c		i	NE	NE
Mb2017c	Rv1994c	cmtR	i	NE	NE
Mb2018	Rv1995		i	NE	GA
Mb2019	Rv1996		i	NE	NE
Mb2020	Rv1997	ctpF	i	NE	NE
Mb2021c	Rv1998c		v	NE	NE
Mb2022c	Rv1999c		i	NE	NE
Mb2023	Rv2000		i	NE	NE
Mb2024	Rv2001		v	NE	NE
Mb2025	Rv2002	fabG3	i	NE	NE
Mb2026c	Rv2003c		i	NE	NE
Mb2027c	Rv2004c		i	NE	NE
Mb2028c	Rv2005c		i	NE	NE
Mb2029	Rv2006	otsB1	v	NE	NE
Mb2030c	Rv2007c	fdxA	i	NE	NE
Mb2031c	Rv2008c		i	NE	NE
Mb2032	Rv2009	vapB15	v	NE	NE
Mb2033	Rv2010	vapC15	i	NE	NE
Mb2034c	Rv2011c		i	NE	NE
Mb2035	Rv2012		i	NE	NE
Mb2036	Rv2013		v	NE	N/A
Mb2037	Rv2014		i	NE	N/A
Mb2038c	Rv2015c		v	NE	NE
Mb2039	Rv2016		i	NE	NE
Mb2040	Rv2017		v	NE	ES
Mb2041	Rv2018		v	NE	NE
Mb2042	Rv2019		i	NE	NE
Mb2043c	Rv2020c		i	NE	N/A
Mb2044c	Rv2021c		i	NE	NE
Mb2045c	Rv2022c		i	NE	NE
Mb2046c	Rv2023c		i	ES	NE
Mb2047c	NA(MT2080)		v	NE	N/A
Mb2048c	NA(MT2081)		v	NE	N/A
Mb2049c	RvD1-		v	NE	N/A
Mb2050c	Rv2025c		i	NE	NE
Mb2051c	Rv2026c		i	NE	NE
Mb2052c	Rv2027c	dosT	v	NE	NE
Mb2053c	Rv2028c		i	NE	NE
Mb2054c	Rv2029c	pfkB	i	NE	NE
Mb2055c	Rv2030c		v	NE	NE
Mb2056c	Rv2030c		v	NE	NE
Mb2057c	Rv2031c	hspX	i	NE	NE
Mb2058	Rv2032	acg	v	NE	NE
Mb2059c	Rv2033c		i	NE	NE
Mb2060	Rv2034		i	NE	NE
Mb2061	Rv2035		i	NE	NE
Mb2062	Rv2036		v	GD	NE
Mb2063c	Rv2037c		v	GD	NE
Mb2064c	Rv2038c		i	NE	NE
Mb2065c	Rv2039c		v	NE	NE
Mb2066c	Rv2040c		i	NE	NE
Mb2067c	Rv2041c		v	NE	NE
Mb2068c	Rv2042c		i	NE	NE
Mb2069c	Rv2043c	pncA	v	NE	NE
Mb2070c	Rv2044c		i	NE	NE
Mb2071c	Rv2045c	lipT	i	NE	NE
Mb2072	Rv2046	lppI	v	NE	NE
Mb2073c	Rv2047c		i	NE	NE
Mb2074c	Rv2048c	pks12	v	NE	NE
Mb2075c	Rv2049c		i	ES	NE
Mb2076	Rv2050		i	NE	GD
Mb2077c	Rv2051c	ppm1	i	NE	NE
Mb2078c	Rv2052c		i	NE	NE
Mb2079c	Rv2053c	fxsA	i	NE	GA
Mb2080	Rv2054		i	NE	GA
Mb2081c	Rv2055c	rpsR2	i	NE	GA
Mb2082c	Rv2056c	rpsN2	i	NE	GA
Mb2083c	Rv2057c	rpmG1	i	NE	GA
Mb2084c	Rv2058c	rpmB2	i	NE	GA
Mb2085	Rv2059		i	NE	NE
Mb2086	Rv2060		i	NE	NE
Mb2087c	Rv2061c		i	NE	NE
Mb2088c	Rv2062c	cobN	v	NE	NE
Mb2089	Rv2063	mazE7	i	NE	NE
Mb2089A	Rv2063A	mazF7	i	NE	NE
Mb2090	Rv2064	cobG	i	NE	NE
Mb2091	Rv2065	cobH	i	NE	NE
Mb2092	Rv2066	cobIJ	i	NE	NE
Mb2093c	Rv2067c		i	NE	NE
Mb2094c	Rv2068c	blaC	i	NE	NE
Mb2095	Rv2069	sigC	i	NE	NE
Mb2096c	Rv2070c	cobK	v	NE	NE
Mb2097c	Rv2071c	cobM	v	NE	NE
Mb2098c	Rv2072c	cobL	v	NE	NE
Mb2099c	Rv2072c	cobL	v	NE	NE
Mb2100c	Rv2075c		v	NE	NE
Mb2101c	Rv2076c		i	NE	NE
Mb2102c	Rv2077c		i	NE	NE
Mb2103c	Rv2077A		i	NE	NE
Mb2104	Rv2078		v	NE	NE
Mb2105	Rv2079		v	NE	NE
Mb2106	Rv2080	lppJ	v	NE	NE
Mb2107c	Rv2081c		v	NE	NE
Mb2108	Rv2082		v	NE	NE
Mb2109	Rv2083		v	NE	NE
Mb2110	Rv2084		v	NE	NE
Mb2111	Rv2084		v	N/A	NE
Mb2112	Rv2085		i	NE	NE
Mb2113	Rv2086		i	NE	NE
Mb2114	Rv2087		i	NE	N/A
Mb2115	Rv2088	pknJ	i	NE	NE
Mb2116c	Rv2089c	pepE	i	NE	NE
Mb2117	Rv2090		v	NE	NE
Mb2118c	Rv2091c		i	NE	NE
Mb2119c	Rv2092c	helY	v	NE	NE
Mb2120c	Rv2093c	tatC	i	NE	GD
Mb2121c	Rv2094c	tatA	i	NE	NE
Mb2122c	Rv2095c	pafC	v	NE	NE
Mb2123c	Rv2096c	pafB	i	NE	NE
Mb2124c	Rv2097c	pafA	i	NE	NE
Mb2125c	Rv2099c		v	NE	N/A
Mb2126	Rv2100		i	NE	NE
Mb2127	Rv2101	helZ	v	NE	NE
Mb2128	Rv2102		i	NE	NE
Mb2129c	Rv2103c	vapC37	i	NE	NE
Mb2130c	Rv2104c	vapB37	i	NE	NE
Mb2131	Rv2107	PE22	i	NE	NE
Mb2132	Rv2108	PPE36	i	ES	NE
Mb2133c	Rv2109c	prcA	v	ES	GD
Mb2134c	Rv2110c	prcB	i	ES	GD
Mb2135c	Rv2111c	pup	i	NE	GD
Mb2136c	Rv2112c	dop	v	NE	NE
Mb2137	Rv2113		v	NE	GA
Mb2138	Rv2114		i	NE	GA
Mb2139c	Rv2115c	mpa	i	NE	NE
Mb2140	Rv2116	lppK	i	NE	NE
Mb2141	Rv2117		i	NE	NE
Mb2142c	Rv2118c		i	NE	NE
Mb2143	Rv2119		i	NE	NE
Mb2144c	Rv2120c		i	GD	NE
Mb2145c	Rv2121c	hisG	i	GD	ES
Mb2146c	Rv2122c	hisE	i	NE	ES
Mb2147	Rv2123	PPE37	v	NE	NE
Mb2148c	Rv2124c	metH	v	NE	NE
Mb2149	Rv2125		v	NE	NE
Mb2150c	Rv2126c	PE_PGRS37	i	NE	NE
Mb2151	Rv2127	ansP1	v	NE	NE
Mb2152	Rv2128		i	NE	NE
Mb2153c	Rv2129c		i	ES	NE
Mb2154c	Rv2130c	mshC	i	NE	GD
Mb2155c	Rv2131c	cysQ	i	NE	NE
Mb2156	Rv2132		i	NE	NE
Mb2157c	Rv2133c		i	NE	NE
Mb2158c	Rv2134c		i	NE	NE
Mb2159c	Rv2135c		i	NE	NE
Mb2160c	Rv2136c		v	NE	NE
Mb2161c	Rv2137c		i	ES	NE
Mb2162	Rv2138	lppL	i	ES	GD
Mb2163	Rv2139	pyrD	i	NE	ES
Mb2164c	Rv2140c	TB18.6	i	NE	NE
Mb2165c	Rv2141c		i	NE	NE
Mb2166A	Rv2142A	parD2	i	NE	GA
Mb2166c	Rv2142c	parE2	i	NE	GA
Mb2167	Rv2143		i	NE	GA
Mb2168c	Rv2144c		i	ES	GA
Mb2169c	Rv2145c	wag31	i	NE	ES
Mb2170c	Rv2146c		i	ES	NE
Mb2171c	Rv2147c		i	NE	ES
Mb2172c	Rv2148c		i	NE	NE
Mb2173c	Rv2149c	yfiH	i	ES	NE
Mb2174c	Rv2150c	ftsZ	i	ES	ES
Mb2175c	Rv2151c	ftsQ	i	ES	NE
Mb2176c	Rv2152c	murC	i	ES	ES
Mb2177c	Rv2153c	murG	v	ES	ES
Mb2178c	Rv2154c	ftsW	i	ES	ES
Mb2179c	Rv2155c	murD	v	ES	ES
Mb2180c	Rv2156c	murX	i	ES	ES
Mb2181c	Rv2157c	murF	i	ES	ES
Mb2182c	Rv2158c	murE	i	NE	ES
Mb2183c	Rv2159c		i	NE	NE
Mb2184c	Rv2160A		v	NE	N/A
Mb2185c	Rv2161c		i	NE	NE
Mb2186c	Rv2162c	PE_PGRS38	v	ES	NE
Mb2187c	Rv2163c	pbpB	i	ES	ES
Mb2188c	Rv2164c		v	GD	GD
Mb2189c	Rv2165c		i	ES	GD
Mb2190c	Rv2166c		i	ES	NE
Mb2191c	Rv2169c		i	NE	NE
Mb2192	Rv2170		i	NE	NE
Mb2193	Rv2171	lppM	i	ES	NE
Mb2194c	Rv2172c		i	GD	ES
Mb2195	Rv2173	idsA2	i	ES	NE
Mb2196	Rv2174	mptA	v	NE	ES
Mb2197c	Rv2175c		v	NE	NE
Mb2198	Rv2176	pknL	v	NE	NE
Mb2199c	Rv2177c		v	NE	NE
Mb2200c	Rv2178c	aroG	v	NE	ES
Mb2201c	Rv2179c		i	NE	NE
Mb2202c	Rv2180c		v	NE	NE
Mb2203	Rv2181		i	ES	NE
Mb2204c	Rv2182c		i	NE	ES
Mb2205c	Rv2183c		i	NE	NE
Mb2206c	Rv2184c		i	NE	NE
Mb2207c	Rv2185c	TB16.3	i	NE	NE
Mb2208c	Rv2186c		i	NE	NE
Mb2209	Rv2187	fadD15	v	NE	NE
Mb2210	Rv2187	fadD15	v	ES	NE
Mb2211c	Rv2188c	pimB	i	NE	ES
Mb2212c	Rv2189c		i	NE	NE
Mb2213c	Rv2190c		i	NE	NE
Mb2214	Rv2191		v	ES	NE
Mb2215c	Rv2192c	trpD	i	ES	GD
Mb2216	Rv2193	ctaE	i	ES	GD
Mb2217	Rv2194	qcrC	i	ES	GD
Mb2218	Rv2195	qcrA	v	ES	GD
Mb2219	Rv2196	qcrB	i	NE	GD
Mb2220c	Rv2197c		v	ES	NE
Mb2221c	Rv2198c	mmpS3	i	NE	NE
Mb2222c	Rv2199c		i	ES	NE
Mb2223c	Rv2200c	ctaC	i	ES	GD
Mb2224	Rv2201	asnB	i	GD	ES
Mb2225c	Rv2202c	adoK	i	NE	GD
Mb2226	Rv2203		i	NE	NE
Mb2227c	Rv2204c		i	NE	NE
Mb2228c	Rv2205c		i	NE	NE
Mb2229	Rv2206		i	NE	NE
Mb2230	Rv2207	cobT	i	NE	NE
Mb2231	Rv2208	cobS	v	NE	NE
Mb2232	Rv2209		i	ES	NE
Mb2233c	Rv2210c	ilvE	v	NE	ES
Mb2234c	Rv2211c	gcvT	i	NE	ES
Mb2235	Rv2212		i	NE	NE
Mb2236	Rv2213	pepB	v	NE	NE
Mb2237c	Rv2214c	ephD	i	NE	NE
Mb2238	Rv2215	dlaT	i	NE	NE
Mb2239	Rv2216		i	GD	NE
Mb2240	Rv2217	lipB	v	GD	ES
Mb2241	Rv2218	lipA	i	NE	ES
Mb2242	Rv2219		v	NE	NE
Mb2243c	Rv2219A		i	ES	NE
Mb2244	Rv2220	glnA1	i	GD	ES
Mb2245c	Rv2221c	glnE	i	ES	GD
Mb2246c	Rv2222c	glnA2	i	NE	NE
Mb2247c	Rv2223c		i	NE	NE
Mb2248c	Rv2224c	caeA	i	ES	GA
Mb2249	Rv2225	panB	i	NE	ES
Mb2250	Rv2226		v	NE	NE
Mb2251	Rv2227		v	NE	NE
Mb2252	Rv2227		v	NE	NE
Mb2253c	Rv2228c		i	NE	GD
Mb2254c	Rv2229c		v	NE	NE
Mb2255c	Rv2230c		i	NE	NE
Mb2256A	Rv2231A	vapC16	i	NE	NE
Mb2256B	Rv2231B	vapB16	i	NE	NE
Mb2256c	Rv2231c	cobC	i	NE	NE
Mb2257	Rv2232	ptkA	i	NE	NE
Mb2258	Rv2234	ptpA	i	ES	NE
Mb2259	Rv2235		i	NE	GD
Mb2260c	Rv2236c	cobD	v	NE	NE
Mb2261	Rv2237		i	NE	NE
Mb2261A	Rv2237A		i	NE	NE
Mb2262c	Rv2238c	ahpE	i	NE	NE
Mb2263c	Rv2239c		i	NE	NE
Mb2264c	Rv2240c		v	NE	NE
Mb2265	Rv2241	aceE	v	ES	NE
Mb2266	Rv2242		i	ES	ES
Mb2267	Rv2243	fabD	i	ES	ES
Mb2268	Rv2244	acpM	i	ES	ES
Mb2269	Rv2245	kasA	i	ES	ES
Mb2270	Rv2246	kasB	i	GD	NE
Mb2271	Rv2247	accD6	i	NE	GD
Mb2272	Rv2248		v	NE	NE
Mb2273c	Rv2249c	glpD1	i	NE	NE
Mb2274c	Rv2250c		v	NE	NE
Mb2275	Rv2250A		v	NE	N/A
Mb2276	Rv2252		i	NE	NE
Mb2277	Rv2253		i	NE	NE
Mb2278c	Rv2254c		v	NE	NE
Mb2279c	Rv2255c		i	NE	N/A
Mb2280c	Rv2256c		v	NE	NE
Mb2281c	Rv2257c		i	NE	NE
Mb2282c	Rv2258c		i	GD	NE
Mb2283	Rv2259	mscR	i	GD	NE
Mb2284	Rv2260		i	NE	NE
Mb2285c	Rv2262c		v	NE	N/A
Mb2286	Rv2263		i	NE	NE
Mb2287c	Rv2264c		i	NE	NE
Mb2288	Rv2265		i	NE	NE
Mb2289	Rv2266	cyp124	i	NE	NE
Mb2290c	Rv2267c		i	GD	NE
Mb2291c	Rv2268c	cyp128	i	NE	NE
Mb2292c	Rv2269c		i	NE	NE
Mb2293	Rv2270	lppN	v	NE	NE
Mb2294	Rv2271		i	NE	NE
Mb2295	Rv2272		i	NE	NE
Mb2296	Rv2273		i	NE	NE
Mb2297A	Rv2274A	mazE8	i	NE	NE
Mb2297c	Rv2274c	mazF8	v	NE	NE
Mb2298	Rv2275		i	NE	NE
Mb2299	Rv2276	cyp121	i	NE	NE
Mb2300c	Rv2277c		v	NE	NE
Mb2301	Rv2280		i	NE	N/A
Mb2302	Rv2281	pitB	i	NE	NE
Mb2303c	Rv2282c		i	NE	NE
Mb2304	Rv2283		i	NE	NE
Mb2305	Rv2284	lipM	i	NE	NE
Mb2306	Rv2285		i	NE	NE
Mb2307c	Rv2286c		v	NE	NE
Mb2308c	Rv2286c		v	NE	NE
Mb2309	Rv2287	yjcE	i	NE	NE
Mb2310	Rv2288		i	NE	NE
Mb2311	Rv2289	cdh	i	NE	NE
Mb2312	Rv2290	lppO	v	NE	NE
Mb2313	Rv2290	lppO	v	NE	NE
Mb2314	Rv2291	sseB	v	NE	NE
Mb2315c	Rv2293c		v	NE	NE
Mb2316	Rv2294		i	NE	NE
Mb2317	Rv2295		i	NE	NE
Mb2318	Rv2296		i	NE	NE
Mb2319	Rv2297		i	NE	NE
Mb2320	Rv2298		i	NE	NE
Mb2321c	Rv2299c	htpG	i	NE	NE
Mb2322c	Rv2300c		i	NE	NE
Mb2323	Rv2301	cut2	i	NE	NE
Mb2324	Rv2302		i	NE	NE
Mb2325c	Rv2303c		i	NE	NE
Mb2326c	Rv2304c		i	NE	NE
Mb2327	Rv2305		v	NE	NE
Mb2328	Rv2306A		v	NE	N/A
Mb2329	Rv2306B		i	NE	N/A
Mb2330c	Rv2307c		v	NE	NE
Mb2331c	Rv2307A		i	NE	NE
Mb2332c	Rv2307B		i	NE	NE
Mb2333c	Rv2307D		i	NE	NE
Mb2334	Rv2308		v	NE	NE
Mb2335c	Rv2309c		i	NE	N/A
Mb2336	Rv2309A		v	NE	NE
Mb2337	Rv2310		i	NE	NE
Mb2338	Rv2311		i	NE	NE
Mb2339	Rv2312		i	NE	NE
Mb2340c	Rv2313c		i	NE	NE
Mb2341c	Rv2314c		i	NE	NE
Mb2342c	Rv2315c		i	NE	NE
Mb2343	Rv2316	uspA	v	NE	NE
Mb2344	Rv2317	uspB	i	NE	NE
Mb2345	Rv2318	uspC	v	NE	NE
Mb2346c	Rv2319c		i	NE	NE
Mb2347c	Rv2320c	rocE	i	NE	NE
Mb2348c	Rv2321c		i	NE	N/A
Mb2349c	Rv2322c		i	NE	N/A
Mb2350c	Rv2323c		v	NE	NE
Mb2351	Rv2324		i	NE	NE
Mb2352c	Rv2325c		i	NE	NE
Mb2353c	Rv2326c		i	NE	NE
Mb2354	Rv2327		i	NE	NE
Mb2355	Rv2328	PE23	i	NE	NE
Mb2356c	Rv2329c	narK1	i	NE	NE
Mb2357c	Rv2330c	lppP	i	NE	NE
Mb2358	Rv2331		i	NE	NE
Mb2359	Rv2331A		v	NE	NE
Mb2360	Rv2332	mez	v	NE	NE
Mb2361c	Rv2333c	stp	v	NE	NE
Mb2362	Rv2334	cysK1	i	NE	NE
Mb2363	Rv2335	cysE	i	NE	NE
Mb2364	Rv2336		i	NE	NE
Mb2365c	Rv2337c		v	NE	NE
Mb2366c	Rv2338c	moeW	i	NE	NE
Mb2367	Rv2339	mmpL9	v	GA	NE
Mb2368	Rv2339	mmpL9	v	GA	NE
Mb2369c	Rv2340c	PE_PGRS39	i	GA	NE
Mb2370	Rv2341	lppQ	i	GA	NE
Mb2371	Rv2342		i	ES	NE
Mb2372c	Rv2343c	dnaG	i	NE	ES
Mb2373c	Rv2344c	dgt	i	NE	NE
Mb2374	Rv2345		i	NE	GA
Mb2375c	Rv2346c	esxO	v	NE	GA
Mb2376c	NA(MT2423)		v	NE	N/A
Mb2377c	Rv2356c		v	ES	N/A
Mb2378c	Rv2357c	glyS	i	NE	ES
Mb2379	Rv2358	smtB	i	NE	NE
Mb2380	Rv2359	zur	v	NE	NE
Mb2381c	Rv2360c		v	ES	NE
Mb2382c	Rv2361c		i	GD	ES
Mb2383c	Rv2362c	recO	i	GD	NE
Mb2384	Rv2363	amiA2	i	GD	NE
Mb2385c	Rv2364c	era	i	GD	GD
Mb2386c	Rv2365c		i	NE	NE
Mb2387c	Rv2366c		i	NE	NE
Mb2388c	Rv2367c		i	NE	NE
Mb2389c	Rv2368c	phoH1	i	NE	NE
Mb2390c	Rv2369c		i	NE	NE
Mb2391c	Rv2370c		i	NE	NE
Mb2392	Rv2371	PE_PGRS40	i	NE	NE
Mb2393c	Rv2372c		i	NE	NE
Mb2394c	Rv2373c	dnaJ2	i	NE	GD
Mb2395c	Rv2374c	hrcA	i	NE	NE
Mb2396	Rv2375		i	NE	NE
Mb2397c	Rv2376c	cfp2	i	NE	NE
Mb2398c	Rv2377c		v	NE	NE
Mb2399c	Rv2378c	mbtG	i	NE	NE
Mb2400c	Rv2379c	mbtF	v	NE	NE
Mb2401c	Rv2380c	mbtE	i	NE	NE
Mb2402c	Rv2381c	mbtD	i	GD	NE
Mb2403c	Rv2382c	mbtC	i	NE	NE
Mb2404c	Rv2383c	mbtB	v	NE	NE
Mb2405	Rv2384	mbtA	i	NE	NE
Mb2406	Rv2385	mbtJ	i	GD	NE
Mb2407c	Rv2386c	mbtI	i	GA	GD
Mb2408	Rv2387		i	GA	NE
Mb2409c	Rv2388c	hemN	v	GA	NE
Mb2410c	Rv2389c	rpfD	i	GA	NE
Mb2411c	Rv2390c		v	ES	NE
Mb2412	Rv2391	sirA	i	ES	NE
Mb2413	Rv2392	cysH	i	NE	GD
Mb2414	Rv2393	che1	i	NE	NE
Mb2415	Rv2394	ggtB	v	NE	NE
Mb2416	Rv2395		v	NE	NE
Mb2417	Rv2395		v	NE	NE
Mb2417A	Rv2395A	aprA	i	NE	GA
Mb2417B	Rv2395B	aprB	i	NE	GA
Mb2418	Rv2396	PE_PGRS41	v	ES	GA
Mb2419c	Rv2397c	cysA1	i	ES	GD
Mb2420c	Rv2398c	cysW	v	ES	GD
Mb2421c	Rv2399c	cysT	i	ES	GD
Mb2422c	Rv2400c	subI	i	NE	GD
Mb2423	Rv2401		i	NE	NE
Mb2424c	Rv2401A		i	NE	NE
Mb2425	Rv2402		i	NE	NE
Mb2426c	Rv2403c	lppR	v	NE	NE
Mb2427c	Rv2404c	lepA	i	NE	NE
Mb2428	Rv2405		i	NE	NE
Mb2429c	Rv2406c		i	NE	NE
Mb2430	Rv2407		v	NE	NE
Mb2431	Rv2408	PE24	i	NE	NE
Mb2432c	Rv2409c		i	NE	NE
Mb2433c	Rv2410c		i	NE	NE
Mb2434c	Rv2411c		i	ES	GA
Mb2435	Rv2412	rpsT	i	ES	ES
Mb2436c	Rv2413c		i	NE	ES
Mb2437c	Rv2414c		v	NE	NE
Mb2438c	Rv2415c		v	GD	NE
Mb2439c	Rv2416c	eis	v	NE	NE
Mb2440c	Rv2417c		i	NE	NE
Mb2441c	Rv2418c		i	NE	GD
Mb2442c	Rv2419c	gpgP	v	NE	NE
Mb2443c	Rv2420c		i	NE	NE
Mb2444c	Rv2421c	nadD	v	NE	ES
Mb2445	Rv2422		i	NE	NE
Mb2446	Rv2423		i	NE	NE
Mb2447c	Rv2424c		v	NE	NE
Mb2448c	Rv2424c		v	NE	NE
Mb2449c	Rv2425c		i	NE	NE
Mb2450c	Rv2426c		v	NE	NE
Mb2451c	Rv2427c	proA	i	NE	NE
Mb2454	Rv2428	ahpC	i	NE	NE
Mb2455	Rv2429	ahpD	i	NE	NE
Mb2456c	Rv2430c	PPE41	i	NE	NE
Mb2457c	Rv2431c	PE25	i	NE	NE
Mb2458c	Rv2432c		i	NE	NE
Mb2459c	Rv2433c		i	NE	NE
Mb2460c	Rv2434c		i	NE	NE
Mb2461c	Rv2435c		i	NE	NE
Mb2462	Rv2436	rbsK	v	NE	NE
Mb2463	Rv2437		i	ES	NE
Mb2464c	Rv2438c	nadE	i	ES	GD
Mb2465	Rv2438A		i	ES	GD
Mb2466c	Rv2439c	proB	v	ES	ES
Mb2467c	Rv2440c	obg	i	ES	ES
Mb2468c	Rv2441c	rpmA	i	ES	NE
Mb2469c	Rv2442c	rplU	i	NE	NE
Mb2470	Rv2443	dctA	i	ES	NE
Mb2471c	Rv2444c	rne	i	NE	GD
Mb2472c	Rv2445c	ndkA	i	NE	NE
Mb2473c	Rv2446c		i	ES	NE
Mb2474c	Rv2447c	folC	i	ES	ES
Mb2475c	Rv2448c	valS	i	NE	ES
Mb2476c	Rv2449c		i	NE	NE
Mb2477c	Rv2450c	rpfE	v	NE	NE
Mb2478	Rv2451		v	NE	NE
Mb2479c	Rv2452c		i	NE	NE
Mb2480c	Rv2453c	mobA	i	NE	NE
Mb2481c	Rv2454c		i	NE	GD
Mb2482c	Rv2455c		i	NE	GD
Mb2483c	Rv2456c		i	ES	GA
Mb2484c	Rv2457c	clpX	i	NE	ES
Mb2485	Rv2458	mmuM	v	NE	GA
Mb2486	Rv2459		v	ES	GA
Mb2487c	Rv2460c	clpP2	i	ES	GD
Mb2488c	Rv2461c	clpP1	i	NE	GD
Mb2489c	Rv2462c	tig	v	NE	NE
Mb2490	Rv2463	lipP	i	NE	NE
Mb2491c	Rv2464c		i	NE	NE
Mb2492c	Rv2465c	rpiB	i	NE	ES
Mb2493c	Rv2466c		i	NE	NE
Mb2494	Rv2467	pepN	i	NE	NE
MB2495A	Rv2468A		i	N/A	NE
Mb2495c	Rv2468c		i	NE	NE
Mb2496c	Rv2469c		v	NE	NE
Mb2497	Rv2470	glbO	i	NE	NE
Mb2498	Rv2471	aglA	v	NE	NE
Mb2499	Rv2472		i	NE	NE
Mb2500	Rv2473		i	NE	NE
Mb2501c	Rv2474c		v	NE	NE
Mb2502c	Rv2475c		i	NE	NE
Mb2503c	Rv2476c	gdh	v	ES	NE
Mb2504c	Rv2477c		i	NE	ES
Mb2505c	Rv2478c		i	NE	NE
Mb2506c	Rv2481c		i	NE	NE
Mb2507c	Rv2482c	plsB2	v	NE	NE
Mb2508c	Rv2483c	plsC	v	NE	NE
Mb2509c	Rv2484c		v	NE	NE
Mb2510c	Rv2485c	lipQ	i	NE	NE
Mb2511	Rv2486	echA14	i	NE	NE
Mb2512c	Rv2487c	PE_PGRS42	v	NE	NE
Mb2513c	Rv2487c	PE_PGRS42	v	NE	NE
Mb2514c	Rv2487c	PE_PGRS42	v	NE	NE
Mb2515c	Rv2488c		i	NE	NE
Mb2516c	Rv2489c		i	NE	NE
Mb2517c	Rv2490c	PE_PGRS43	v	NE	NE
Mb2518c	Rv2490c	PE_PGRS43	v	NE	NE
Mb2519	Rv2491		i	GD	NE
Mb2520	Rv2492		v	N/A	NE
Mb2521	Rv2493	vapB38	i	NE	N/A
Mb2522	Rv2494	vapC38	i	NE	NE
Mb2523c	Rv2495c	bkdC	v	NE	NE
Mb2524c	Rv2496c	bkdB	v	NE	NE
Mb2525c	Rv2497c	bkdA	i	NE	NE
Mb2526c	Rv2498c	citE	i	GD	NE
Mb2527c	Rv2499c		i	GD	NE
Mb2528c	Rv2500c	fadE19	i	NE	NE
Mb2529c	Rv2501c	accA1	i	NE	NE
Mb2530c	Rv2502c	accD1	v	NE	NE
Mb2531c	Rv2503c	scoB	i	NE	NE
Mb2532c	Rv2504c	scoA	i	NE	NE
Mb2533c	Rv2505c	fadD35	i	NE	NE
Mb2534	Rv2506		i	NE	NE
Mb2535	Rv2507		i	NE	NE
Mb2536c	Rv2508c		i	NE	NE
Mb2537	Rv2509		i	NE	ES
Mb2538c	Rv2510c		i	NE	NE
Mb2539	Rv2511	orn	i	NE	NE
Mb2540c	Rv2512c		i	NE	NE
Mb2541	Rv2512A		v	NE	N/A
Mb2542	Rv2513		v	NE	NE
Mb2543c	Rv2514c		i	NE	NE
Mb2544c	Rv2515c		i	ES	NE
Mb2545c	Rv2516c		i	NE	NE
Mb2546c	Rv2517c		i	NE	NE
Mb2547c	Rv2518c	ldtB	i	NE	NE
Mb2548	Rv2519	PE26	v	NE	NE
Mb2549c	Rv2520c		i	NE	NE
Mb2550	Rv2521	bcp	v	NE	NE
Mb2551c	Rv2522c		i	NE	NE
Mb2552c	Rv2523c	acpS	i	ES	NE
Mb2553c	Rv2524c	fas	i	NE	ES
Mb2554c	Rv2525c		i	NE	NE
Mb2555	Rv2526	vapB17	i	NE	NE
Mb2556	Rv2527	vapC17	i	NE	NE
Mb2557c	Rv2528c	mrr	v	NE	NE
Mb2558	Rv2529		v	NE	NE
Mb2559Ac	Rv2530A	vapB39	i	NE	NE
Mb2559c	Rv2530c	vapC39	i	NE	NE
Mb2560c	Rv2531c		i	NE	NE
Mb2561c	Rv2532c		i	NE	NE
Mb2562c	Rv2533c	nusB	v	NE	ES
Mb2563c	Rv2534c	efp	i	NE	ES
Mb2564c	Rv2535c	pepQ	i	NE	NE
Mb2565	Rv2536		i	ES	NE
